id,driver_id,package_id,address_id,action,timestamp
150,18,3901,7099,Pick,"2023-07-12 04:01:26.603591"
151,11,9559,2242,Pick,"2023-07-12 04:05:26.845317"
152,1,8827,9151,Pick,"2023-07-12 04:10:55.491285"
153,16,434,1362,Pick,"2023-07-12 04:17:46.135956"
154,7,7896,5523,Pick,"2023-07-12 04:19:48.583453"
155,14,6070,7953,Pick,"2023-07-12 04:23:09.243944"
156,15,66,5495,Pick,"2023-07-12 04:28:53.890723"
157,8,4999,2361,Pick,"2023-07-12 04:34:08.999365"
158,8,3041,5130,Pick,"2023-07-12 04:37:59.158182"
159,16,3326,4456,Pick,"2023-07-12 04:43:17.309206"
160,14,9340,7468,Pick,"2023-07-12 04:46:55.955987"
161,1,1685,4839,Pick,"2023-07-12 04:53:31.930655"
162,15,9851,3408,Pick,"2023-07-12 05:00:07.909578"
163,7,570,3992,Pick,"2023-07-12 05:06:05.688856"
164,2,8368,679,Pick,"2023-07-12 05:10:36.873226"
165,15,6687,5037,Pick,"2023-07-12 05:16:05.277513"
166,11,1245,5241,Pick,"2023-07-12 05:25:10.105094"
167,4,6061,2182,Pick,"2023-07-12 05:28:33.524316"
168,6,6047,9199,Pick,"2023-07-12 05:35:52.584850"
169,8,4119,7809,Pick,"2023-07-12 05:40:00.874531"
170,20,4477,3482,Pick,"2023-07-12 05:46:55.294524"
171,3,8104,9940,Pick,"2023-07-12 05:48:59.753242"
172,2,5932,5198,Pick,"2023-07-12 05:55:29.005548"
173,12,5909,8154,Pick,"2023-07-12 05:58:43.544463"
174,11,7286,8477,Pick,"2023-07-12 06:01:28.191177"
175,13,2979,4993,Pick,"2023-07-12 06:05:02.048093"
176,15,7327,3671,Pick,"2023-07-12 06:11:06.306059"
177,6,9692,3724,Pick,"2023-07-12 06:18:08.331789"
178,17,4207,8420,Pick,"2023-07-12 06:22:54.013821"
179,18,2050,1570,Pick,"2023-07-12 06:29:48.788411"
180,16,8457,6021,Pick,"2023-07-12 06:33:28.539989"
181,9,4549,5837,Pick,"2023-07-12 06:37:02.880188"
182,14,4354,4224,Pick,"2023-07-12 06:41:01.948644"
183,8,9566,7136,Pick,"2023-07-12 06:53:08.954257"
184,7,8898,856,Pick,"2023-07-12 06:58:38.082561"
185,1,9947,5883,Pick,"2023-07-12 07:02:35.354955"
186,20,9177,5879,Pick,"2023-07-12 07:09:41.159620"
187,14,93,8501,Pick,"2023-07-12 07:16:21.252756"
188,7,8777,7945,Pick,"2023-07-12 07:19:59.319263"
189,5,4824,9362,Pick,"2023-07-12 07:28:42.129244"
190,5,8052,6200,Pick,"2023-07-12 07:36:12.954677"
191,6,4962,7877,Pick,"2023-07-12 07:38:38.562860"
192,19,94,1599,Pick,"2023-07-12 07:44:07.643802"
193,2,4789,275,Pick,"2023-07-12 07:46:22.024894"
194,4,7435,1285,Pick,"2023-07-12 07:48:50.537905"
195,17,3660,6292,Pick,"2023-07-12 07:55:15.017734"
196,14,1224,7377,Pick,"2023-07-12 08:02:00.778950"
197,10,8664,2749,Drop,"2023-07-12 08:08:39.524004"
198,8,2295,6644,Pick,"2023-07-12 08:11:19.939426"
199,20,3665,9298,Pick,"2023-07-12 08:20:00.346994"
200,2,6550,1206,Pick,"2023-07-12 08:25:59.269667"
201,16,8606,1045,Pick,"2023-07-12 08:27:16.317095"
202,12,5554,7426,Pick,"2023-07-12 08:33:14.626234"
203,19,5208,9821,Pick,"2023-07-12 08:39:45.017932"
204,13,6149,8024,Pick,"2023-07-12 08:43:32.631201"
205,9,402,792,Pick,"2023-07-12 08:50:38.343192"
206,19,2965,5775,Pick,"2023-07-12 08:54:43.916491"
207,10,2980,8632,Pick,"2023-07-12 09:01:10.936950"
208,11,6322,2610,Pick,"2023-07-12 09:05:47.653758"
209,13,505,3036,Pick,"2023-07-12 09:10:48.531103"
210,11,7809,6416,Pick,"2023-07-12 09:12:06.474571"
211,4,5073,8674,Pick,"2023-07-12 09:19:47.485292"
212,3,1937,3943,Pick,"2023-07-12 09:24:19.405863"
213,16,1708,9920,Pick,"2023-07-12 09:30:12.487123"
214,19,5631,7904,Pick,"2023-07-12 09:37:51.350101"
215,4,9191,9631,Pick,"2023-07-12 09:45:53.039180"
216,10,3530,1751,Pick,"2023-07-12 09:46:57.717894"
217,4,9213,7222,Drop,"2023-07-12 09:51:27.062366"
218,16,5490,7746,Pick,"2023-07-12 09:55:22.979128"
219,18,8179,7375,Pick,"2023-07-12 10:00:42.567706"
220,9,5732,4407,Pick,"2023-07-12 10:07:13.640721"
221,11,3746,5089,Pick,"2023-07-12 10:12:40.051235"
222,2,8683,5412,Pick,"2023-07-12 10:15:30.378075"
223,19,109,5987,Pick,"2023-07-12 10:20:40.228463"
224,6,6542,9540,Pick,"2023-07-12 10:26:51.193432"
225,15,4735,7261,Pick,"2023-07-12 10:32:43.507898"
226,5,7343,979,Pick,"2023-07-12 10:38:59.513288"
227,6,9369,5762,Pick,"2023-07-12 10:45:47.332067"
228,3,7445,9807,Pick,"2023-07-12 10:49:09.616336"
229,14,6651,5584,Pick,"2023-07-12 10:54:33.556779"
230,20,7315,4676,Pick,"2023-07-12 10:59:40.136643"
231,7,6786,1499,Pick,"2023-07-12 11:03:06.868061"
232,17,6249,6823,Pick,"2023-07-12 11:08:45.679106"
233,6,8018,2933,Pick,"2023-07-12 11:14:10.451788"
234,2,8511,2110,Pick,"2023-07-12 11:21:18.694786"
235,1,6568,7515,Pick,"2023-07-12 11:31:45.877381"
236,12,1352,2638,Pick,"2023-07-12 11:37:42.588426"
237,10,4906,8254,Pick,"2023-07-12 11:44:43.727742"
238,19,3186,6610,Pick,"2023-07-12 11:48:40.918703"
239,2,5841,5872,Drop,"2023-07-12 11:54:51.190246"
240,11,8282,6126,Pick,"2023-07-12 12:05:32.214632"
241,11,7601,2420,Pick,"2023-07-12 12:13:31.288999"
242,6,787,4250,Pick,"2023-07-12 12:18:08.704998"
243,3,5883,6676,Pick,"2023-07-12 12:22:38.243316"
244,10,8407,4469,Pick,"2023-07-12 12:27:45.770990"
245,10,592,1037,Pick,"2023-07-12 12:31:24.843328"
246,4,9404,2274,Pick,"2023-07-12 12:38:53.025339"
247,16,1011,9440,Pick,"2023-07-12 12:41:35.561338"
248,18,7300,9791,Pick,"2023-07-12 12:41:49.487926"
249,13,9046,1095,Pick,"2023-07-12 12:49:35.548921"
250,4,2744,4880,Pick,"2023-07-12 12:55:17.755214"
251,15,7417,4063,Pick,"2023-07-12 12:58:32.735664"
252,13,786,4116,Pick,"2023-07-12 13:07:08.827076"
253,3,8522,6893,Drop,"2023-07-12 13:15:11.951880"
254,18,4775,5333,Pick,"2023-07-12 13:17:27.724856"
255,12,3150,7276,Pick,"2023-07-12 13:24:36.260166"
256,4,3908,9554,Pick,"2023-07-12 13:31:46.848891"
257,17,8897,5709,Pick,"2023-07-12 13:34:52.559361"
258,13,1341,9977,Pick,"2023-07-12 13:36:19.911268"
259,10,9015,638,Pick,"2023-07-12 13:44:22.117942"
260,16,4041,5203,Pick,"2023-07-12 13:49:35.172476"
261,2,363,613,Pick,"2023-07-12 13:56:06.978520"
262,1,7785,8816,Pick,"2023-07-12 14:00:28.938897"
263,9,2974,8387,Pick,"2023-07-12 14:03:02.005002"
264,9,5315,6572,Pick,"2023-07-12 14:07:07.977114"
265,4,7504,2060,Pick,"2023-07-12 14:13:22.950180"
266,7,102,9993,Pick,"2023-07-12 14:17:59.655249"
267,14,4141,9211,Drop,"2023-07-12 14:23:49.646188"
268,1,1953,1105,Pick,"2023-07-12 14:24:55.345805"
269,3,5883,3863,Drop,"2023-07-12 14:30:17.701722"
270,7,9522,7293,Pick,"2023-07-12 14:37:58.118830"
271,16,363,7449,Drop,"2023-07-12 14:40:48.158622"
272,11,6983,6059,Pick,"2023-07-12 14:50:20.221123"
273,18,1335,5351,Pick,"2023-07-12 14:57:33.454194"
274,20,6951,4801,Pick,"2023-07-12 15:02:25.357536"
275,7,9499,7218,Pick,"2023-07-12 15:07:49.440023"
276,3,6191,7622,Pick,"2023-07-12 15:10:38.667218"
277,18,9558,681,Pick,"2023-07-12 15:14:16.367112"
278,20,5691,9832,Pick,"2023-07-12 15:16:22.420073"
279,17,6369,898,Pick,"2023-07-12 15:21:18.992691"
280,4,2817,5555,Pick,"2023-07-12 15:26:45.215563"
281,6,3005,9186,Pick,"2023-07-12 15:32:03.190682"
282,15,4847,2785,Pick,"2023-07-12 15:34:58.543206"
283,2,7779,9200,Pick,"2023-07-12 15:42:02.394439"
284,12,4491,5690,Pick,"2023-07-12 15:47:50.381236"
285,17,2775,3854,Pick,"2023-07-12 15:53:31.523051"
286,11,4660,4099,Pick,"2023-07-12 15:58:53.362249"
287,7,1038,562,Pick,"2023-07-12 16:03:19.367258"
288,15,9552,9749,Pick,"2023-07-12 16:05:36.302190"
289,15,8938,4619,Pick,"2023-07-12 16:07:41.533493"
290,13,8623,3138,Pick,"2023-07-12 16:10:33.343949"
291,3,3874,3798,Pick,"2023-07-12 16:15:32.534349"
292,15,3519,2921,Pick,"2023-07-12 16:19:33.459217"
293,14,7750,3627,Pick,"2023-07-12 16:22:44.200539"
294,19,4311,2248,Pick,"2023-07-12 16:26:52.995432"
295,7,2795,9333,Pick,"2023-07-12 16:34:59.383583"
296,10,913,2323,Pick,"2023-07-12 16:42:13.531105"
297,9,1401,9548,Pick,"2023-07-12 16:46:51.719395"
298,7,4299,9260,Pick,"2023-07-12 16:54:08.676895"
299,20,2982,6026,Pick,"2023-07-12 16:57:32.093181"
300,7,2838,6278,Pick,"2023-07-12 17:04:37.161551"
301,17,5924,9284,Pick,"2023-07-12 17:11:12.085835"
302,11,572,7482,Pick,"2023-07-12 17:19:48.819554"
303,18,3128,9730,Pick,"2023-07-12 17:22:27.933209"
304,7,8668,931,Pick,"2023-07-12 17:29:38.486214"
305,16,9259,2777,Pick,"2023-07-12 17:35:02.851439"
306,15,7604,8823,Pick,"2023-07-12 17:41:28.568436"
307,12,4747,6950,Pick,"2023-07-12 17:46:52.003689"
308,5,2836,2612,Pick,"2023-07-12 17:52:03.724254"
309,12,1609,4859,Pick,"2023-07-12 17:58:29.126539"
310,17,9335,790,Pick,"2023-07-12 18:04:32.308520"
311,15,9417,7447,Pick,"2023-07-12 18:09:45.846448"
312,3,5428,1298,Pick,"2023-07-12 18:18:27.838000"
313,1,5394,7963,Pick,"2023-07-12 18:27:18.124665"
314,18,4788,2456,Pick,"2023-07-12 18:32:35.872654"
315,8,843,3566,Pick,"2023-07-12 18:33:51.620853"
316,18,3056,3731,Pick,"2023-07-12 18:38:13.661932"
317,2,3863,8596,Pick,"2023-07-12 18:45:41.155126"
318,20,7331,8077,Pick,"2023-07-12 18:49:24.678819"
319,19,1733,7532,Pick,"2023-07-12 18:52:29.592003"
320,20,9296,8237,Pick,"2023-07-12 18:56:15.117433"
321,15,4288,2051,Pick,"2023-07-12 19:05:49.098440"
322,2,4508,3674,Pick,"2023-07-12 19:07:40.228693"
323,12,3503,7118,Pick,"2023-07-12 19:10:07.788734"
324,7,3998,1942,Pick,"2023-07-12 19:18:24.846122"
325,8,6471,5537,Pick,"2023-07-12 19:24:12.792214"
326,18,2575,5061,Pick,"2023-07-12 19:27:11.226262"
327,7,7584,2064,Pick,"2023-07-12 19:31:28.395608"
328,11,8347,8639,Pick,"2023-07-12 19:35:02.016856"
329,18,7279,6661,Pick,"2023-07-12 19:40:06.311811"
330,13,2229,3247,Pick,"2023-07-12 19:46:48.876887"
331,16,5794,2347,Pick,"2023-07-12 19:49:37.534847"
332,2,5239,7941,Pick,"2023-07-12 19:53:59.059158"
333,16,3491,3405,Drop,"2023-07-12 19:59:39.993304"
334,3,2871,9461,Pick,"2023-07-12 20:07:09.206420"
335,13,9443,5500,Pick,"2023-07-12 20:12:27.571730"
336,10,1644,3887,Pick,"2023-07-12 20:15:32.134510"
337,17,4083,4108,Pick,"2023-07-12 20:19:05.028787"
338,18,3657,4713,Pick,"2023-07-12 20:22:31.186412"
339,15,6322,4433,Drop,"2023-07-12 20:27:42.681896"
340,3,120,7724,Pick,"2023-07-12 20:33:31.428395"
341,18,2820,7881,Pick,"2023-07-12 20:38:42.182346"
342,7,2328,1763,Pick,"2023-07-12 20:41:47.871323"
343,17,688,3818,Pick,"2023-07-12 20:47:55.131528"
344,7,966,466,Drop,"2023-07-12 20:57:05.047597"
345,14,1997,3198,Pick,"2023-07-12 21:00:08.276646"
346,16,3102,4761,Pick,"2023-07-12 21:03:52.206138"
347,1,3742,9318,Pick,"2023-07-12 21:09:15.321380"
348,15,935,1066,Pick,"2023-07-12 21:14:54.810892"
349,1,5505,4105,Pick,"2023-07-12 21:16:59.594995"
350,20,7853,7402,Pick,"2023-07-12 21:23:33.773442"
351,2,2610,3945,Pick,"2023-07-12 21:30:04.677594"
352,16,2940,2990,Pick,"2023-07-12 21:32:48.154579"
353,14,7837,9885,Pick,"2023-07-12 21:36:19.697420"
354,15,935,351,Drop,"2023-07-12 21:40:25.708944"
355,11,8425,213,Pick,"2023-07-12 21:45:18.422609"
356,15,690,7550,Pick,"2023-07-12 21:51:26.475405"
357,11,723,9190,Pick,"2023-07-12 21:56:34.066531"
358,18,6988,5477,Pick,"2023-07-12 22:02:25.405925"
359,16,8522,6893,Pick,"2023-07-12 22:10:14.425678"
360,16,893,7611,Pick,"2023-07-12 22:18:58.475755"
361,9,9659,6013,Pick,"2023-07-12 22:24:46.110200"
362,15,9375,4629,Pick,"2023-07-12 22:28:42.070092"
363,10,5927,2858,Pick,"2023-07-12 22:31:57.854599"
364,5,3371,4630,Pick,"2023-07-12 22:33:39.313638"
365,4,3845,7015,Pick,"2023-07-12 22:37:36.379777"
366,3,3182,8448,Pick,"2023-07-12 22:43:55.282913"
367,14,45,7490,Pick,"2023-07-12 22:52:18.714344"
368,9,6703,2011,Pick,"2023-07-12 22:56:25.552506"
369,2,4970,327,Pick,"2023-07-12 22:57:41.774299"
370,18,7773,5384,Pick,"2023-07-12 23:06:18.457431"
371,8,7794,3561,Pick,"2023-07-12 23:12:32.301199"
372,8,4247,2614,Pick,"2023-07-12 23:21:23.509735"
373,9,7059,4798,Pick,"2023-07-12 23:23:18.956463"
374,5,6809,6467,Pick,"2023-07-12 23:29:00.168531"
375,8,5778,5960,Pick,"2023-07-12 23:32:07.305531"
376,14,941,2575,Pick,"2023-07-12 23:36:05.575433"
377,10,7409,1013,Pick,"2023-07-12 23:40:34.304169"
378,15,8615,9412,Pick,"2023-07-12 23:42:04.776211"
379,12,2039,334,Pick,"2023-07-12 23:47:20.140330"
380,12,25,8451,Pick,"2023-07-12 23:53:24.143623"
381,19,3754,5626,Pick,"2023-07-12 23:59:46.534908"
382,18,9924,8041,Pick,"2023-07-13 00:06:35.463287"
383,7,5641,5678,Pick,"2023-07-13 00:10:47.011871"
384,5,4280,4792,Pick,"2023-07-13 00:15:57.383318"
385,16,6030,4676,Pick,"2023-07-13 00:20:24.180134"
386,16,5885,5228,Pick,"2023-07-13 00:23:33.349296"
387,19,6612,2588,Pick,"2023-07-13 00:28:08.690713"
388,9,607,8138,Pick,"2023-07-13 00:31:52.594505"
389,6,5088,4259,Pick,"2023-07-13 00:39:37.525608"
390,20,8189,408,Pick,"2023-07-13 00:47:03.310997"
391,17,7031,3645,Pick,"2023-07-13 00:54:42.805986"
392,9,8848,1995,Pick,"2023-07-13 01:00:39.931874"
393,18,4665,4393,Pick,"2023-07-13 01:06:26.359093"
394,18,1982,1519,Pick,"2023-07-13 01:13:16.326767"
395,4,8571,1559,Pick,"2023-07-13 01:17:54.120986"
396,12,7664,5207,Pick,"2023-07-13 01:21:02.272275"
397,6,2395,5371,Pick,"2023-07-13 01:28:23.392130"
398,7,4153,6024,Pick,"2023-07-13 01:31:26.254347"
399,19,5756,9978,Pick,"2023-07-13 01:34:11.732532"
400,10,3295,8359,Pick,"2023-07-13 01:39:29.886742"
401,2,4481,684,Pick,"2023-07-13 01:42:31.744328"
402,17,2161,9606,Pick,"2023-07-13 01:50:55.998074"
403,12,6356,2476,Pick,"2023-07-13 01:55:37.013032"
404,16,9791,3191,Pick,"2023-07-13 02:00:57.922595"
405,11,6932,1758,Drop,"2023-07-13 02:10:18.895874"
406,11,3944,51,Pick,"2023-07-13 02:14:05.318295"
407,8,4824,905,Drop,"2023-07-13 02:17:30.888213"
408,9,9611,9240,Pick,"2023-07-13 02:20:07.502307"
409,19,8924,9253,Pick,"2023-07-13 02:23:56.309812"
410,6,1001,6309,Pick,"2023-07-13 02:29:22.849828"
411,9,9369,4560,Drop,"2023-07-13 02:32:56.708298"
412,17,8040,458,Pick,"2023-07-13 02:37:32.648120"
413,13,498,5986,Pick,"2023-07-13 02:39:09.774266"
414,15,4493,5493,Pick,"2023-07-13 02:47:22.199202"
415,14,1473,7061,Pick,"2023-07-13 02:53:02.627436"
416,4,1065,7244,Pick,"2023-07-13 03:00:12.202909"
417,9,9187,392,Pick,"2023-07-13 03:01:29.222983"
418,14,8354,1067,Pick,"2023-07-13 03:07:07.325307"
419,7,852,2169,Pick,"2023-07-13 03:12:28.244231"
420,18,7740,2019,Pick,"2023-07-13 03:17:26.475970"
421,14,2046,1678,Pick,"2023-07-13 03:21:46.199037"
422,5,7189,3992,Pick,"2023-07-13 03:25:12.639192"
423,13,6622,6283,Pick,"2023-07-13 03:34:27.365364"
424,11,2613,9838,Pick,"2023-07-13 03:38:53.571352"
425,13,2531,2672,Pick,"2023-07-13 03:42:27.477972"
426,8,5852,2812,Pick,"2023-07-13 03:48:33.859500"
427,15,7513,4018,Pick,"2023-07-13 03:54:28.118708"
428,10,8250,8787,Pick,"2023-07-13 03:57:45.093169"
429,7,1949,660,Pick,"2023-07-13 04:01:19.748663"
430,17,6457,6457,Pick,"2023-07-13 04:07:11.830908"
431,17,7479,8261,Pick,"2023-07-13 04:17:18.764347"
432,9,7376,3034,Pick,"2023-07-13 04:19:06.578598"
433,16,7321,7436,Pick,"2023-07-13 04:21:03.613696"
434,19,2855,6607,Pick,"2023-07-13 04:25:22.867260"
435,1,6663,3174,Pick,"2023-07-13 04:31:43.287320"
436,1,1716,5959,Pick,"2023-07-13 04:38:50.325774"
437,13,6261,2348,Pick,"2023-07-13 04:43:20.659123"
438,1,8958,9987,Pick,"2023-07-13 04:51:01.057245"
439,4,6449,5728,Pick,"2023-07-13 04:56:31.929816"
